n	version1	version2	version3	version4
5943	5.393e-03	1.679e-02	3.957e-03	3.255e-03
5944	5.470e-03	1.681e-02	3.959e-03	3.222e-03
5945	5.444e-03	1.677e-02	3.986e-03	3.253e-03
5946	5.491e-03	1.673e-02	3.969e-03	3.242e-03
5947	5.375e-03	1.680e-02	4.048e-03	3.277e-03
5948	5.436e-03	1.692e-02	3.942e-03	3.268e-03
5949	5.405e-03	1.689e-02	3.964e-03	3.261e-03
5950	5.519e-03	1.680e-02	3.940e-03	3.173e-03
5951	5.395e-03	1.682e-02	4.026e-03	3.202e-03
5952	5.402e-03	1.677e-02	3.952e-03	3.272e-03
5953	5.460e-03	1.679e-02	3.934e-03	3.205e-03
5954	5.460e-03	1.678e-02	3.954e-03	3.308e-03
5955	5.449e-03	1.681e-02	3.939e-03	3.165e-03
5956	5.403e-03	1.681e-02	4.062e-03	3.218e-03
5957	5.387e-03	1.675e-02	3.961e-03	3.278e-03
5958	5.443e-03	1.691e-02	3.986e-03	3.216e-03
5959	5.483e-03	1.677e-02	3.975e-03	3.208e-03
5960	5.389e-03	1.691e-02	4.009e-03	3.204e-03
5961	5.400e-03	1.678e-02	3.935e-03	3.284e-03
5962	5.395e-03	1.685e-02	3.932e-03	3.169e-03
5963	5.498e-03	1.677e-02	3.994e-03	3.204e-03
5964	5.463e-03	1.685e-02	3.967e-03	3.237e-03
5965	5.468e-03	1.689e-02	3.998e-03	3.204e-03
5966	5.394e-03	1.675e-02	3.944e-03	3.290e-03
5967	5.387e-03	1.689e-02	3.941e-03	3.176e-03
5968	5.495e-03	1.679e-02	4.026e-03	3.251e-03
5969	5.422e-03	1.685e-02	3.991e-03	3.255e-03
5970	5.549e-03	1.680e-02	4.089e-03	3.253e-03
5971	5.387e-03	1.681e-02	3.930e-03	3.196e-03
5972	5.451e-03	1.683e-02	3.957e-03	3.218e-03
5973	5.520e-03	1.684e-02	3.954e-03	3.207e-03
5974	5.443e-03	1.687e-02	4.021e-03	3.220e-03
5975	5.426e-03	1.675e-02	3.933e-03	3.294e-03
5976	5.388e-03	1.682e-02	3.958e-03	3.196e-03
5977	5.501e-03	1.684e-02	3.979e-03	3.261e-03
5978	5.579e-03	1.686e-02	3.964e-03	3.205e-03
5979	5.448e-03	1.683e-02	3.983e-03	3.219e-03
5980	5.413e-03	1.678e-02	3.937e-03	3.273e-03
5981	5.391e-03	1.683e-02	3.944e-03	3.167e-03
5982	5.499e-03	1.680e-02	3.945e-03	3.204e-03
5983	5.389e-03	1.679e-02	3.994e-03	3.200e-03
5984	5.460e-03	1.680e-02	3.933e-03	3.285e-03
5985	5.459e-03	1.684e-02	4.017e-03	3.245e-03
5986	5.451e-03	1.686e-02	3.934e-03	3.175e-03
5987	5.464e-03	1.676e-02	3.944e-03	3.202e-03
5988	5.399e-03	1.682e-02	4.016e-03	3.222e-03
5989	5.475e-03	1.686e-02	4.009e-03	3.288e-03
5990	5.398e-03	1.683e-02	3.974e-03	3.196e-03
5991	5.496e-03	1.683e-02	3.946e-03	3.213e-03
5992	5.469e-03	1.679e-02	4.010e-03	3.229e-03
5993	5.465e-03	1.697e-02	3.993e-03	3.264e-03
5994	5.395e-03	1.682e-02	3.975e-03	3.242e-03
5995	5.433e-03	1.681e-02	3.946e-03	3.207e-03
5996	5.489e-03	1.679e-02	3.949e-03	3.252e-03
5997	5.481e-03	1.690e-02	4.021e-03	3.213e-03
5998	5.416e-03	1.678e-02	3.968e-03	3.293e-03
5999	5.368e-03	1.676e-02	3.948e-03	3.213e-03
6000	5.506e-03	1.684e-02	3.942e-03	3.209e-03
6001	5.427e-03	1.683e-02	4.002e-03	3.209e-03
6002	5.417e-03	1.677e-02	3.944e-03	3.261e-03
6003	5.461e-03	1.682e-02	3.947e-03	3.205e-03
6004	5.449e-03	1.680e-02	3.947e-03	3.266e-03
6005	5.476e-03	1.682e-02	3.946e-03	3.170e-03
6006	5.428e-03	1.677e-02	4.047e-03	3.217e-03
6007	5.381e-03	1.677e-02	3.929e-03	3.303e-03
6008	5.439e-03	1.683e-02	3.948e-03	3.210e-03
6009	5.478e-03	1.681e-02	4.000e-03	3.226e-03
6010	5.460e-03	1.686e-02	4.006e-03	3.209e-03
6011	5.411e-03	1.679e-02	4.004e-03	3.282e-03
6012	5.406e-03	1.685e-02	3.943e-03	3.170e-03
6013	5.456e-03	1.683e-02	3.941e-03	3.200e-03
6014	5.470e-03	1.677e-02	3.949e-03	3.215e-03
6015	5.475e-03	1.680e-02	4.042e-03	3.208e-03
6016	5.481e-03	1.681e-02	3.966e-03	3.358e-03
6017	5.385e-03	1.682e-02	3.934e-03	3.169e-03
6018	5.498e-03	1.680e-02	3.941e-03	3.233e-03
6019	5.382e-03	1.680e-02	3.939e-03	3.246e-03
6020	5.458e-03	1.674e-02	4.012e-03	3.221e-03
6021	5.386e-03	1.679e-02	4.007e-03	3.328e-03
6022	5.468e-03	1.678e-02	3.956e-03	3.180e-03
6023	5.463e-03	1.681e-02	3.951e-03	3.222e-03
6024	5.417e-03	1.688e-02	4.039e-03	3.187e-03
6025	5.409e-03	1.682e-02	3.936e-03	3.298e-03
6026	5.437e-03	1.681e-02	3.939e-03	3.199e-03
6027	5.519e-03	1.683e-02	3.943e-03	3.197e-03
6028	5.456e-03	1.688e-02	3.953e-03	3.247e-03
6029	5.454e-03	1.682e-02	3.990e-03	3.164e-03
6030	5.445e-03	1.683e-02	3.938e-03	3.256e-03
6031	5.407e-03	1.682e-02	3.951e-03	3.199e-03
6032	5.512e-03	1.683e-02	3.942e-03	3.201e-03
6033	5.406e-03	1.679e-02	3.987e-03	3.209e-03
6034	5.431e-03	1.689e-02	3.934e-03	3.281e-03
6035	5.405e-03	1.677e-02	3.953e-03	3.202e-03
6036	5.486e-03	1.682e-02	4.032e-03	3.216e-03
6037	5.543e-03	1.684e-02	3.991e-03	3.221e-03
6038	5.392e-03	1.682e-02	4.164e-03	3.248e-03
6039	5.435e-03	1.679e-02	3.953e-03	3.265e-03
6040	5.391e-03	1.678e-02	3.947e-03	3.202e-03
6041	5.452e-03	1.686e-02	3.958e-03	3.166e-03
6042	5.440e-03	1.678e-02	4.006e-03	3.206e-03
6043	5.488e-03	1.687e-02	3.912e-03	3.250e-03
6044	5.477e-03	1.685e-02	4.014e-03	3.260e-03
6045	5.468e-03	1.682e-02	3.942e-03	3.211e-03
6046	5.507e-03	1.679e-02	3.953e-03	3.199e-03
6047	5.480e-03	1.680e-02	4.002e-03	3.204e-03
6048	5.411e-03	1.686e-02	3.944e-03	3.236e-03
6049	5.429e-03	1.679e-02	4.036e-03	3.259e-03
6050	5.475e-03	1.677e-02	4.016e-03	3.205e-03
6051	5.434e-03	1.684e-02	3.956e-03	3.227e-03
6052	5.445e-03	1.676e-02	3.993e-03	3.202e-03
6053	5.398e-03	1.683e-02	4.010e-03	3.203e-03
6054	5.473e-03	1.683e-02	3.943e-03	3.215e-03
6055	5.454e-03	1.692e-02	3.938e-03	3.250e-03
6056	5.480e-03	1.679e-02	4.006e-03	3.222e-03
6057	5.383e-03	1.685e-02	3.939e-03	3.269e-03
6058	5.441e-03	1.677e-02	3.953e-03	3.203e-03
6059	5.511e-03	1.686e-02	3.982e-03	3.241e-03
6060	5.495e-03	1.692e-02	3.940e-03	3.171e-03
6061	5.421e-03	1.682e-02	4.023e-03	3.224e-03
6062	5.467e-03	1.687e-02	3.954e-03	3.232e-03
6063	5.430e-03	1.680e-02	3.942e-03	3.248e-03
6064	5.461e-03	1.682e-02	3.952e-03	3.198e-03
6065	5.426e-03	1.679e-02	4.034e-03	3.207e-03
6066	5.394e-03	1.678e-02	3.940e-03	3.256e-03
6067	5.409e-03	1.691e-02	3.950e-03	3.171e-03
6068	5.479e-03	1.679e-02	3.941e-03	3.215e-03
6069	5.482e-03	1.683e-02	3.936e-03	3.203e-03
6070	5.396e-03	1.673e-02	4.007e-03	3.202e-03
6071	5.476e-03	1.677e-02	3.939e-03	3.265e-03
6072	5.402e-03	1.687e-02	3.934e-03	3.168e-03
6073	5.501e-03	1.683e-02	3.964e-03	3.242e-03
6074	5.510e-03	1.688e-02	4.016e-03	3.201e-03
6075	5.538e-03	1.686e-02	3.992e-03	3.295e-03
6076	5.404e-03	1.680e-02	3.954e-03	3.201e-03
6077	5.468e-03	1.678e-02	3.995e-03	3.199e-03
6078	5.470e-03	1.680e-02	3.950e-03	3.214e-03
6079	5.406e-03	1.693e-02	3.997e-03	3.165e-03
6080	5.429e-03	1.681e-02	3.947e-03	3.253e-03
6081	5.399e-03	1.687e-02	3.948e-03	3.196e-03
6082	5.513e-03	1.677e-02	3.952e-03	3.204e-03
6083	5.396e-03	1.683e-02	3.998e-03	3.216e-03
6084	5.385e-03	1.685e-02	3.937e-03	3.221e-03
6085	5.419e-03	1.688e-02	3.937e-03	3.207e-03
6086	5.448e-03	1.682e-02	3.934e-03	3.202e-03
6087	5.556e-03	1.675e-02	3.950e-03	3.218e-03
6088	5.387e-03	1.683e-02	3.993e-03	3.197e-03
6089	5.425e-03	1.678e-02	3.939e-03	3.270e-03
6090	5.429e-03	1.682e-02	3.944e-03	3.208e-03
6091	5.477e-03	1.693e-02	3.976e-03	3.234e-03
6092	5.474e-03	1.686e-02	3.986e-03	3.203e-03
6093	5.454e-03	1.686e-02	4.015e-03	3.217e-03
6094	5.443e-03	1.685e-02	3.937e-03	3.214e-03
6095	5.394e-03	1.680e-02	3.942e-03	3.199e-03
6096	5.458e-03	1.690e-02	4.016e-03	3.211e-03
6097	5.400e-03	1.677e-02	3.990e-03	3.207e-03
6098	5.441e-03	1.682e-02	3.956e-03	3.240e-03
6099	5.412e-03	1.677e-02	3.944e-03	3.254e-03
6100	5.458e-03	1.683e-02	3.974e-03	3.198e-03
6101	5.488e-03	1.675e-02	3.988e-03	3.194e-03
6102	5.437e-03	1.679e-02	3.994e-03	3.206e-03
6103	5.415e-03	1.691e-02	3.940e-03	3.241e-03
6104	5.404e-03	1.679e-02	3.978e-03	3.198e-03
6105	5.446e-03	1.686e-02	3.960e-03	3.208e-03
6106	5.431e-03	1.675e-02	4.000e-03	3.197e-03
6107	5.385e-03	1.681e-02	3.941e-03	3.261e-03
6108	5.422e-03	1.694e-02	4.057e-03	3.267e-03
6109	5.477e-03	1.678e-02	3.975e-03	3.385e-03
6110	5.480e-03	1.688e-02	3.933e-03	3.224e-03
6111	5.453e-03	1.683e-02	4.282e-03	3.205e-03
6112	5.388e-03	1.681e-02	4.088e-03	3.307e-03
6113	5.469e-03	1.673e-02	3.979e-03	3.247e-03
6114	5.646e-03	1.682e-02	4.007e-03	3.246e-03
6115	5.476e-03	1.682e-02	4.050e-03	3.233e-03
6116	5.415e-03	1.672e-02	4.113e-03	3.204e-03
6117	5.390e-03	1.683e-02	4.060e-03	3.515e-03
6118	5.384e-03	1.673e-02	4.078e-03	3.489e-03
6119	5.768e-03	1.678e-02	3.992e-03	3.204e-03
6120	5.380e-03	1.674e-02	4.000e-03	3.207e-03
6121	5.435e-03	1.678e-02	3.960e-03	3.222e-03
6122	5.410e-03	1.674e-02	3.964e-03	3.275e-03
6123	5.430e-03	1.674e-02	4.069e-03	3.505e-03
6124	5.478e-03	1.672e-02	4.153e-03	3.208e-03
6125	5.416e-03	1.685e-02	4.044e-03	3.214e-03
6126	5.420e-03	1.677e-02	3.975e-03	3.295e-03
6127	5.392e-03	1.677e-02	4.009e-03	3.241e-03
6128	5.461e-03	1.683e-02	3.940e-03	3.216e-03
6129	5.409e-03	1.683e-02	4.006e-03	3.206e-03
6130	5.416e-03	1.678e-02	3.938e-03	3.200e-03
6131	5.404e-03	1.678e-02	3.957e-03	3.204e-03
6132	5.479e-03	1.682e-02	3.943e-03	3.201e-03
6133	5.469e-03	1.683e-02	3.937e-03	3.174e-03
6134	5.410e-03	1.681e-02	3.991e-03	3.205e-03
6135	5.388e-03	1.678e-02	3.932e-03	3.256e-03
6136	5.406e-03	1.679e-02	3.937e-03	3.206e-03
6137	5.468e-03	1.676e-02	3.942e-03	3.216e-03
6138	5.398e-03	1.688e-02	4.003e-03	3.168e-03
6139	5.429e-03	1.672e-02	3.999e-03	3.317e-03
6140	5.390e-03	1.679e-02	3.949e-03	3.195e-03
6141	5.468e-03	1.682e-02	3.952e-03	3.200e-03
6142	5.462e-03	1.686e-02	3.989e-03	3.236e-03
6143	5.393e-03	1.686e-02	4.038e-03	3.171e-03
6144	5.431e-03	1.680e-02	3.945e-03	3.272e-03
6145	5.386e-03	1.681e-02	3.937e-03	3.249e-03
6146	5.500e-03	1.686e-02	3.945e-03	3.220e-03
6147	5.401e-03	1.684e-02	4.009e-03	3.202e-03
6148	5.423e-03	1.681e-02	3.937e-03	3.317e-03
6149	5.389e-03	1.680e-02	3.937e-03	3.204e-03
6150	5.466e-03	1.689e-02	3.953e-03	3.169e-03
6151	5.786e-03	1.677e-02	3.938e-03	3.245e-03
6152	5.375e-03	1.678e-02	3.992e-03	3.223e-03
6153	5.421e-03	1.684e-02	3.933e-03	3.271e-03
6154	5.393e-03	1.677e-02	3.937e-03	3.208e-03
6155	5.458e-03	1.691e-02	3.934e-03	3.178e-03
6156	5.416e-03	1.679e-02	4.010e-03	3.206e-03
6157	5.396e-03	1.680e-02	4.007e-03	3.199e-03
6158	5.441e-03	1.674e-02	3.973e-03	3.206e-03
6159	5.569e-03	1.691e-02	4.013e-03	3.270e-03
6160	5.539e-03	1.676e-02	3.974e-03	3.271e-03
6161	5.399e-03	1.688e-02	3.993e-03	3.249e-03
6162	5.404e-03	1.687e-02	3.957e-03	3.261e-03
6163	5.396e-03	1.675e-02	3.947e-03	3.211e-03
6164	5.492e-03	1.680e-02	3.947e-03	3.202e-03
6165	5.468e-03	1.677e-02	3.979e-03	3.197e-03
6166	5.398e-03	1.677e-02	4.020e-03	3.221e-03
6167	5.405e-03	1.683e-02	3.953e-03	3.260e-03
6168	5.409e-03	1.679e-02	4.003e-03	3.210e-03
6169	5.452e-03	1.683e-02	4.001e-03	3.210e-03
6170	5.456e-03	1.682e-02	3.998e-03	3.245e-03
6171	5.396e-03	1.676e-02	3.943e-03	3.277e-03
6172	5.396e-03	1.693e-02	3.943e-03	3.208e-03
6173	5.476e-03	1.680e-02	3.944e-03	3.218e-03
6174	5.510e-03	1.679e-02	3.933e-03	3.170e-03
6175	5.395e-03	1.678e-02	4.018e-03	3.265e-03
6176	5.465e-03	1.682e-02	3.991e-03	3.305e-03
6177	5.405e-03	1.674e-02	4.014e-03	3.206e-03
6178	5.462e-03	1.679e-02	3.943e-03	3.203e-03
6179	5.381e-03	1.690e-02	4.016e-03	3.167e-03
6180	5.429e-03	1.679e-02	3.938e-03	3.289e-03
6181	5.436e-03	1.680e-02	3.998e-03	3.228e-03
6182	5.484e-03	1.685e-02	3.949e-03	3.270e-03
6183	5.542e-03	1.678e-02	3.971e-03	3.210e-03
6184	5.398e-03	1.685e-02	4.050e-03	3.207e-03
6185	5.396e-03	1.680e-02	3.944e-03	3.271e-03
6186	5.404e-03	1.688e-02	3.937e-03	3.189e-03
6187	5.503e-03	1.678e-02	3.941e-03	3.208e-03
6188	5.401e-03	1.682e-02	3.989e-03	3.208e-03
6189	5.524e-03	1.680e-02	3.966e-03	3.266e-03
6190	5.424e-03	1.680e-02	3.975e-03	3.236e-03
6191	5.434e-03	1.685e-02	3.947e-03	3.179e-03
6192	5.477e-03	1.678e-02	3.961e-03	3.222e-03
6193	5.410e-03	1.685e-02	4.023e-03	3.208e-03
6194	5.428e-03	1.675e-02	3.939e-03	3.263e-03
6195	5.483e-03	1.682e-02	4.009e-03	3.247e-03
6196	5.478e-03	1.685e-02	3.979e-03	3.237e-03
6197	5.404e-03	1.679e-02	4.017e-03	3.204e-03
6198	5.430e-03	1.685e-02	3.986e-03	3.207e-03
6199	5.413e-03	1.676e-02	3.956e-03	3.253e-03
6200	5.459e-03	1.676e-02	3.946e-03	3.196e-03
6201	5.489e-03	1.680e-02	3.999e-03	3.256e-03
6202	5.443e-03	1.681e-02	4.049e-03	3.232e-03
6203	5.417e-03	1.685e-02	3.981e-03	3.286e-03
6204	5.436e-03	1.681e-02	3.977e-03	3.225e-03
6205	5.482e-03	1.678e-02	3.970e-03	3.190e-03
6206	5.542e-03	1.679e-02	3.942e-03	3.251e-03
6207	5.424e-03	1.682e-02	4.063e-03	3.221e-03
6208	5.427e-03	1.677e-02	3.951e-03	3.277e-03
6209	5.396e-03	1.674e-02	3.940e-03	3.207e-03
6210	5.461e-03	1.687e-02	3.982e-03	3.239e-03
6211	5.487e-03	1.685e-02	3.990e-03	3.200e-03
6212	5.379e-03	1.680e-02	3.987e-03	3.262e-03
6213	5.417e-03	1.681e-02	3.940e-03	3.201e-03
6214	5.514e-03	1.682e-02	3.939e-03	3.208e-03
6215	5.455e-03	1.685e-02	3.969e-03	3.168e-03
6216	5.391e-03	1.681e-02	4.006e-03	3.208e-03
6217	5.440e-03	1.676e-02	3.942e-03	3.278e-03
6218	5.436e-03	1.690e-02	3.997e-03	3.242e-03
6219	5.454e-03	1.686e-02	3.952e-03	3.252e-03
6220	5.428e-03	1.685e-02	4.028e-03	3.219e-03
6221	5.414e-03	1.677e-02	3.941e-03	3.313e-03
6222	5.400e-03	1.684e-02	3.934e-03	3.168e-03
6223	5.475e-03	1.682e-02	3.983e-03	3.206e-03
6224	5.467e-03	1.681e-02	3.967e-03	3.202e-03
6225	5.412e-03	1.678e-02	4.010e-03	3.210e-03
6226	5.430e-03	1.681e-02	3.946e-03	3.290e-03
6227	5.389e-03	1.693e-02	3.937e-03	3.213e-03
6228	5.453e-03	1.682e-02	3.949e-03	3.210e-03
6229	5.413e-03	1.683e-02	3.986e-03	3.184e-03
6230	5.416e-03	1.685e-02	3.938e-03	3.338e-03
6231	5.418e-03	1.677e-02	3.953e-03	3.221e-03
6232	5.447e-03	1.681e-02	3.932e-03	3.202e-03
6233	5.432e-03	1.677e-02	3.955e-03	3.249e-03
6234	5.393e-03	1.681e-02	4.004e-03	3.215e-03
6235	5.517e-03	1.692e-02	3.989e-03	3.270e-03
6236	5.411e-03	1.681e-02	3.970e-03	3.227e-03
6237	5.484e-03	1.682e-02	3.986e-03	3.244e-03
6238	5.469e-03	1.685e-02	4.029e-03	3.210e-03
6239	5.374e-03	1.679e-02	4.021e-03	3.203e-03
6240	5.400e-03	1.680e-02	3.961e-03	3.207e-03
6241	5.436e-03	1.683e-02	3.985e-03	3.175e-03
6242	5.484e-03	1.676e-02	3.956e-03	3.203e-03
6243	5.389e-03	1.689e-02	3.990e-03	3.202e-03
6244	5.425e-03	1.675e-02	3.935e-03	3.259e-03
6245	5.379e-03	1.681e-02	3.936e-03	3.212e-03
6246	5.447e-03	1.685e-02	3.951e-03	3.170e-03
6247	5.455e-03	1.678e-02	4.058e-03	3.210e-03
6248	5.402e-03	1.680e-02	3.991e-03	3.212e-03
6249	5.423e-03	1.674e-02	3.959e-03	3.200e-03
6250	5.504e-03	1.679e-02	3.941e-03	3.200e-03
6251	5.444e-03	1.686e-02	3.940e-03	3.170e-03
6252	5.423e-03	1.678e-02	3.985e-03	3.208e-03
6253	5.406e-03	1.685e-02	3.946e-03	3.286e-03
6254	5.406e-03	1.674e-02	3.944e-03	3.205e-03
6255	5.520e-03	1.681e-02	3.984e-03	3.256e-03
6256	5.448e-03	1.689e-02	4.016e-03	3.231e-03
6257	5.414e-03	1.676e-02	4.011e-03	3.233e-03
6258	5.407e-03	1.678e-02	4.008e-03	3.202e-03
6259	5.487e-03	1.679e-02	3.942e-03	3.201e-03
6260	5.470e-03	1.683e-02	3.964e-03	3.203e-03
6261	5.396e-03	1.679e-02	3.987e-03	3.165e-03
6262	5.437e-03	1.676e-02	3.970e-03	3.289e-03
6263	5.393e-03	1.687e-02	3.961e-03	3.181e-03
6264	5.504e-03	1.678e-02	3.944e-03	3.232e-03
6265	5.383e-03	1.677e-02	4.016e-03	3.253e-03
6266	5.403e-03	1.675e-02	3.989e-03	3.213e-03
6267	5.441e-03	1.678e-02	3.978e-03	3.241e-03
6268	5.476e-03	1.689e-02	3.938e-03	3.217e-03
6269	5.502e-03	1.677e-02	4.016e-03	3.240e-03
6270	5.406e-03	1.684e-02	4.010e-03	3.202e-03
6271	5.422e-03	1.672e-02	3.987e-03	3.279e-03
6272	5.446e-03	1.689e-02	4.030e-03	3.244e-03
6273	5.475e-03	1.680e-02	3.970e-03	3.204e-03
6274	5.514e-03	1.681e-02	3.947e-03	3.209e-03
6275	5.396e-03	1.688e-02	4.015e-03	3.178e-03
6276	5.436e-03	1.681e-02	3.947e-03	3.284e-03
6277	5.397e-03	1.683e-02	3.936e-03	3.197e-03
6278	5.505e-03	1.678e-02	3.946e-03	3.200e-03
6279	5.377e-03	1.680e-02	4.029e-03	3.218e-03
6280	5.413e-03	1.683e-02	3.935e-03	3.245e-03
6281	5.405e-03	1.693e-02	3.948e-03	3.204e-03
6282	5.442e-03	1.682e-02	3.941e-03	3.239e-03
6283	5.540e-03	1.676e-02	3.947e-03	3.226e-03
6284	5.399e-03	1.678e-02	3.995e-03	3.255e-03
6285	5.418e-03	1.681e-02	3.936e-03	3.231e-03
6286	5.407e-03	1.680e-02	3.992e-03	3.202e-03
6287	5.457e-03	1.680e-02	3.937e-03	3.175e-03
6288	5.406e-03	1.679e-02	3.998e-03	3.209e-03
6289	5.473e-03	1.682e-02	3.996e-03	3.264e-03
6290	5.451e-03	1.679e-02	3.969e-03	3.200e-03
6291	5.459e-03	1.676e-02	3.960e-03	3.205e-03
6292	5.517e-03	1.679e-02	3.946e-03	3.197e-03
6293	5.463e-03	1.678e-02	4.035e-03	3.212e-03
6294	5.430e-03	1.683e-02	3.948e-03	3.299e-03
6295	5.408e-03	1.678e-02	3.936e-03	3.201e-03
6296	5.469e-03	1.677e-02	3.987e-03	3.207e-03
6297	5.385e-03	1.692e-02	3.995e-03	3.167e-03
6298	5.432e-03	1.677e-02	3.941e-03	3.264e-03
6299	5.389e-03	1.687e-02	3.939e-03	3.212e-03
6300	5.475e-03	1.680e-02	3.946e-03	3.205e-03
6301	5.458e-03	1.682e-02	3.936e-03	3.201e-03
6302	5.382e-03	1.681e-02	4.054e-03	3.164e-03
6303	5.437e-03	1.679e-02	3.936e-03	3.286e-03
6304	5.391e-03	1.686e-02	3.956e-03	3.225e-03
6305	5.483e-03	1.684e-02	3.947e-03	3.203e-03
6306	5.401e-03	1.685e-02	4.015e-03	3.216e-03
6307	5.510e-03	1.679e-02	3.934e-03	3.260e-03
6308	5.439e-03	1.703e-02	3.939e-03	3.204e-03
6309	5.446e-03	1.685e-02	3.946e-03	3.179e-03
6310	5.500e-03	1.679e-02	4.001e-03	3.219e-03
6311	5.445e-03	1.681e-02	3.995e-03	3.239e-03
6312	5.413e-03	1.674e-02	3.936e-03	3.299e-03
6313	5.380e-03	1.674e-02	3.940e-03	3.202e-03
6314	5.452e-03	1.681e-02	3.999e-03	3.169e-03
6315	5.455e-03	1.683e-02	3.992e-03	3.201e-03
6316	5.377e-03	1.679e-02	3.987e-03	3.239e-03
6317	5.399e-03	1.674e-02	4.144e-03	3.531e-03
6318	5.430e-03	1.676e-02	3.943e-03	3.191e-03
6319	5.477e-03	1.682e-02	3.938e-03	3.213e-03
6320	5.407e-03	1.674e-02	4.007e-03	3.229e-03
6321	5.454e-03	1.692e-02	3.986e-03	3.242e-03
6322	5.424e-03	1.679e-02	3.938e-03	3.208e-03
6323	5.518e-03	1.677e-02	4.046e-03	3.330e-03
6324	5.615e-03	1.709e-02	4.039e-03	3.260e-03
6325	5.502e-03	1.696e-02	4.133e-03	3.253e-03
6326	5.493e-03	1.672e-02	4.035e-03	3.333e-03
6327	5.496e-03	1.678e-02	4.012e-03	3.262e-03
6328	5.574e-03	1.672e-02	3.950e-03	3.261e-03
6329	5.392e-03	1.675e-02	3.986e-03	3.206e-03
6330	5.384e-03	1.680e-02	4.076e-03	3.216e-03
6331	5.394e-03	1.672e-02	3.966e-03	3.221e-03
6332	5.461e-03	1.682e-02	3.964e-03	3.173e-03
6333	5.471e-03	1.671e-02	3.941e-03	3.244e-03
6334	5.465e-03	1.673e-02	4.006e-03	3.206e-03
6335	5.391e-03	1.672e-02	3.983e-03	3.361e-03
6336	5.402e-03	1.674e-02	3.970e-03	3.231e-03
6337	5.455e-03	1.683e-02	3.957e-03	3.176e-03
6338	5.425e-03	1.678e-02	4.021e-03	3.220e-03
6339	5.405e-03	1.682e-02	4.024e-03	3.201e-03
6340	5.426e-03	1.682e-02	3.991e-03	3.211e-03
6341	5.512e-03	1.677e-02	4.103e-03	3.253e-03
6342	5.542e-03	1.675e-02	4.045e-03	3.284e-03
6343	5.476e-03	1.673e-02	4.093e-03	3.292e-03
6344	5.518e-03	1.711e-02	4.079e-03	3.348e-03
6345	5.532e-03	1.682e-02	4.068e-03	3.285e-03
6346	5.651e-03	1.679e-02	4.073e-03	3.268e-03
6347	5.598e-03	2.492e-02	4.072e-03	3.342e-03
6348	5.523e-03	1.688e-02	4.114e-03	3.276e-03
6349	5.577e-03	1.677e-02	4.052e-03	3.322e-03
6350	5.589e-03	1.681e-02	4.052e-03	3.287e-03
6351	5.518e-03	1.670e-02	4.164e-03	3.317e-03
6352	5.610e-03	1.668e-02	4.126e-03	3.330e-03
6353	5.485e-03	1.674e-02	4.061e-03	3.416e-03
6354	5.584e-03	1.670e-02	4.026e-03	3.289e-03
6355	5.632e-03	1.678e-02	4.030e-03	3.387e-03
6356	5.461e-03	1.676e-02	4.082e-03	3.311e-03
6357	5.558e-03	1.682e-02	4.027e-03	3.315e-03
6358	5.494e-03	1.685e-02	4.010e-03	3.257e-03
6359	5.571e-03	1.680e-02	4.041e-03	3.245e-03
6360	5.485e-03	1.697e-02	4.094e-03	3.237e-03
6361	5.407e-03	1.690e-02	4.097e-03	3.284e-03
6362	5.484e-03	1.706e-02	4.034e-03	3.336e-03
6363	5.590e-03	1.680e-02	4.059e-03	3.262e-03
6364	5.527e-03	1.690e-02	4.034e-03	3.346e-03
6365	5.412e-03	1.684e-02	3.996e-03	3.305e-03
6366	5.588e-03	1.691e-02	4.026e-03	3.211e-03
6367	5.578e-03	1.686e-02	4.057e-03	3.358e-03
6368	5.438e-03	1.697e-02	4.047e-03	3.320e-03
6369	5.501e-03	1.698e-02	3.982e-03	3.263e-03
6370	5.479e-03	1.700e-02	3.984e-03	3.249e-03
6371	5.551e-03	1.691e-02	4.031e-03	3.214e-03
6372	5.422e-03	1.702e-02	3.988e-03	3.284e-03
6373	5.402e-03	1.690e-02	3.978e-03	3.217e-03
6374	5.462e-03	1.687e-02	3.963e-03	3.168e-03
6375	5.420e-03	1.678e-02	4.028e-03	3.216e-03
6376	5.419e-03	1.682e-02	3.944e-03	3.250e-03
6377	5.448e-03	1.673e-02	3.996e-03	3.427e-03
6378	5.492e-03	1.681e-02	3.950e-03	3.242e-03
6379	5.476e-03	1.678e-02	3.969e-03	3.179e-03
6380	5.427e-03	1.678e-02	4.016e-03	3.223e-03
6381	5.414e-03	1.676e-02	3.972e-03	3.271e-03
6382	5.511e-03	1.670e-02	3.949e-03	3.209e-03
6383	5.453e-03	1.679e-02	3.971e-03	3.206e-03
6384	5.456e-03	1.675e-02	4.007e-03	3.207e-03
6385	5.394e-03	1.677e-02	3.981e-03	3.297e-03
6386	5.453e-03	1.676e-02	3.948e-03	3.197e-03
6387	5.533e-03	1.679e-02	4.021e-03	3.240e-03
6388	5.504e-03	1.675e-02	4.092e-03	3.261e-03
6389	5.500e-03	1.682e-02	4.014e-03	3.312e-03
6390	5.409e-03	1.682e-02	3.954e-03	3.322e-03
6391	5.481e-03	1.672e-02	4.002e-03	3.235e-03
6392	5.524e-03	1.680e-02	3.985e-03	3.264e-03
6393	5.518e-03	1.676e-02	3.989e-03	3.205e-03
